,0
Days_to_Return,0.6874072365205544
Discount_Applied,0.020336232148174663
Product_Price,0.01992425162065742
Total_Order_Value,0.0190217612390194
User_Age,0.01650409897736978
Order_Month,0.013534067835913136
Order_Quantity,0.008421534660821291
User_Gender_Male,0.0043274332498640725
Shipping_Method_Next-Day,0.003402220079388836
Payment_Method_Gift Card,0.003401382621251532
